Video Name, Event ID, Event Type, Event Duration (f), Event Start (f)
VIRAT_S_040005_06_000886_001016, 36, 9: Person carrying an object, 68, 2241
VIRAT_S_040005_07_001026_001223, 18, 9: Person carrying an object, 303, 1433
VIRAT_S_040005_07_001026_001223, 19, 9: Person carrying an object, 276, 2328
VIRAT_S_040005_07_001026_001223, 30, 9: Person carrying an object, 73, 5456
VIRAT_S_040005_07_001026_001223, 31, 6: Person getting out of a Vehicle, 90, 1057
VIRAT_S_040005_07_001026_001223, 32, 6: Person getting out of a Vehicle, 78, 1082
VIRAT_S_040005_07_001026_001223, 33, 3: Person Opening a Vehicle/Car Trunk, 59, 1197
VIRAT_S_040005_07_001026_001223, 34, 2: Person Unloading an Object from a Car/Vehicle, 84, 1333
VIRAT_S_040005_07_001026_001223, 35, 2: Person Unloading an Object from a Car/Vehicle, 61, 1359
VIRAT_S_040005_07_001026_001223, 36, 3: Person Opening a Vehicle/Car Trunk, 60, 2650
VIRAT_S_040005_07_001026_001223, 37, 1: Person loading an Object to a Vehicle, 95, 2696
VIRAT_S_040005_07_001026_001223, 38, 1: Person loading an Object to a Vehicle, 86, 2711
VIRAT_S_040005_07_001026_001223, 39, 4: Person Closing a Vehicle/Car Trunk, 96, 2794
VIRAT_S_040005_07_001026_001223, 40, 5: Person getting into a Vehicle, 144, 2936
VIRAT_S_040005_07_001026_001223, 41, 5: Person getting into a Vehicle, 104, 2990
VIRAT_S_040005_07_001026_001223, 42, 6: Person getting out of a Vehicle, 137, 5099
VIRAT_S_040005_07_001026_001223, 43, 6: Person getting out of a Vehicle, 106, 5126
VIRAT_S_040005_07_001026_001223, 44, 3: Person Opening a Vehicle/Car Trunk, 84, 5281
VIRAT_S_040005_07_001026_001223, 45, 2: Person Unloading an Object from a Car/Vehicle, 72, 5409
VIRAT_S_040005_07_001026_001223, 46, 2: Person Unloading an Object from a Car/Vehicle, 61, 5409
VIRAT_S_040005_07_001026_001223, 47, 4: Person Closing a Vehicle/Car Trunk, 59, 5416
VIRAT_S_040005_07_001026_001223, 48, 9: Person carrying an object, 303, 1433
VIRAT_S_040005_07_001026_001223, 49, 9: Person carrying an object, 276, 2328
VIRAT_S_040005_07_001026_001223, 50, 9: Person carrying an object, 86, 5456
VIRAT_S_040005_08_001225_001276, 6, 5: Person getting into a Vehicle, 103, 416
